unique_key,model_name,model_size,axis,dataset,condition,latency_seconds,tokens_per_second,max_memory_allocated_gb,input_tokens,output_tokens
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000940::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.6321389200002159,9.491584539673575,2.9074926376342773,70,6
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000944::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.7254194379993351,9.649589786710976,2.9074926376342773,79,7
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000948::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.5843501940007627,8.55651294605966,2.9074926376342773,101,5
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000952::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.592451954000353,11.815304098053206,2.9074926376342773,61,7
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000398::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,14.781565821000186,18.671905489734147,1.4192538261413574,74,276
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000763::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,12.896104950000336,15.27593027226371,2.907773494720459,85,197
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_typo::gsm8k_000767::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_typo,0.5608624669994242,7.131873204851318,2.907773494720459,58,4
Qwen/Qwen2.5-7B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000581::experiment_v3_robustness_fix,Qwen/Qwen2.5-7B-Instruct,7B,robustness,robustness_gsm8k,robust_format,26.133516505999978,14.693774560030514,6.270820140838623,65,384
Qwen/Qwen2.5-3B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000025::experiment_v3_robustness_fix,Qwen/Qwen2.5-3B-Instruct,3B,robustness,robustness_gsm8k,robust_format,18.31017815799987,16.002028897353238,2.9081344604492188,83,293
Qwen/Qwen2.5-7B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000680::experiment_v3_robustness_fix,Qwen/Qwen2.5-7B-Instruct,7B,robustness,robustness_gsm8k,robust_format,17.03527850499995,14.440620969466252,6.271068572998047,69,246
Qwen/Qwen2.5-1.5B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000513::experiment_v3_robustness_fix,Qwen/Qwen2.5-1.5B-Instruct,1.5B,robustness,robustness_gsm8k,robust_format,20.45133503499983,18.776280342717648,1.4191651344299316,54,384
Qwen/Qwen2.5-7B-Instruct::robustness::robustness_gsm8k::robust_format::gsm8k_000567::experiment_v3_robustness_fix,Qwen/Qwen2.5-7B-Instruct,7B,robustness,robustness_gsm8k,robust_format,25.079084240000157,14.514086579741786,6.271527290344238,109,364
